,Weight,Sport,count
1656,75.0,Skeleton,9
1657,75.0,Ski Jumping,50
1658,75.0,Snowboarding,29
1659,75.0,Softball,15
1660,75.0,Speed Skating,252
1661,75.0,Swimming,819
1662,75.0,Table Tennis,50
1663,75.0,Taekwondo,6
1664,75.0,Tennis,110
1665,75.0,Triathlon,15
1666,75.0,Tug-Of-War,1
1667,75.0,Volleyball,144
1668,75.0,Water Polo,86
1669,75.0,Weightlifting,176
1670,75.0,Wrestling,53
1671,75.5,Canoeing,1
1672,75.5,Fencing,5
1673,75.5,Ice Hockey,4
1674,75.5,Rowing,1
1675,75.5,Sailing,1
1676,75.5,Speed Skating,4
1677,75.5,Weightlifting,7
1678,76.0,Alpine Skiing,134
1679,76.0,Archery,46
1680,76.0,Art Competitions,29
1681,76.0,Athletics,599
1682,76.0,Badminton,31
1683,76.0,Baseball,13
1684,76.0,Basketball,60
1685,76.0,Beach Volleyball,8
1686,76.0,Biathlon,125
1687,76.0,Bobsleigh,18
1688,76.0,Boxing,11
1689,76.0,Canoeing,116
1690,76.0,Cross Country Skiing,146
1691,76.0,Curling,11
1692,76.0,Cycling,229
1693,76.0,Diving,25
1694,76.0,Equestrianism,117
1695,76.0,Fencing,221
1696,76.0,Figure Skating,18
1697,76.0,Football,161
1698,76.0,Freestyle Skiing,19
1699,76.0,Golf,2
1700,76.0,Gymnastics,33
1701,76.0,Handball,62
1702,76.0,Hockey,166
1703,76.0,Ice Hockey,93
1704,76.0,Judo,23
1705,76.0,Luge,48
1706,76.0,Modern Pentathlon,58
1707,76.0,Nordic Combined,7
1708,76.0,Rowing,154
1709,76.0,Rugby,2
1710,76.0,Rugby Sevens,3
1711,76.0,Sailing,112
1712,76.0,Shooting,167
1713,76.0,Short Track Speed Skating,41
1714,76.0,Skeleton,9
1715,76.0,Ski Jumping,22
1716,76.0,Snowboarding,16
1717,76.0,Softball,3
1718,76.0,Speed Skating,120
1719,76.0,Swimming,477
1720,76.0,Table Tennis,44
1721,76.0,Taekwondo,1
1722,76.0,Tennis,35
1723,76.0,Trampolining,2
1724,76.0,Triathlon,6
1725,76.0,Volleyball,100
1726,76.0,Water Polo,61
1727,76.0,Weightlifting,29
1728,76.0,Wrestling,76
1729,76.5,Athletics,3
1730,76.5,Boxing,2
1731,76.5,Cross Country Skiing,1
1732,76.5,Cycling,8
1733,76.5,Football,1
1734,76.5,Ice Hockey,1
1735,76.5,Judo,1
1736,76.5,Ski Jumping,5
1737,76.5,Swimming,8
1738,76.5,Weightlifting,7
1739,76.5,Wrestling,3
1740,77.0,Alpine Skiing,158
1741,77.0,Archery,34
1742,77.0,Art Competitions,4
1743,77.0,Athletics,615
1744,77.0,Badminton,27
1745,77.0,Baseball,29
1746,77.0,Basketball,73
1747,77.0,Beach Volleyball,7
1748,77.0,Biathlon,104
1749,77.0,Bobsleigh,28
1750,77.0,Boxing,14
1751,77.0,Canoeing,162
1752,77.0,Cross Country Skiing,138
1753,77.0,Curling,9
1754,77.0,Cycling,239
1755,77.0,Diving,24
1756,77.0,Equestrianism,78
1757,77.0,Fencing,223
1758,77.0,Figure Skating,18
1759,77.0,Football,130
1760,77.0,Freestyle Skiing,23
1761,77.0,Golf,3
1762,77.0,Gymnastics,50
1763,77.0,Handball,73
1764,77.0,Hockey,104
1765,77.0,Ice Hockey,152
1766,77.0,Judo,37
1767,77.0,Luge,31
1768,77.0,Modern Pentathlon,59
1769,77.0,Motorboating,1
1770,77.0,Nordic Combined,14
1771,77.0,Rowing,184
1772,77.0,Rugby,3
1773,77.0,Rugby Sevens,1
1774,77.0,Sailing,90
1775,77.0,Shooting,127
1776,77.0,Short Track Speed Skating,32
1777,77.0,Ski Jumping,11
1778,77.0,Snowboarding,22
1779,77.0,Softball,8
1780,77.0,Speed Skating,116
1781,77.0,Swimming,429
1782,77.0,Table Tennis,33
1783,77.0,Taekwondo,7
1784,77.0,Tennis,75
1785,77.0,Trampolining,1
1786,77.0,Triathlon,4
1787,77.0,Tug-Of-War,1
1788,77.0,Volleyball,54
1789,77.0,Water Polo,63
1790,77.0,Weightlifting,90
1791,77.0,Wrestling,23
1792,77.3333333333333,Weightlifting,3
1793,77.5,Athletics,10
1794,77.5,Ice Hockey,8
1795,77.5,Swimming,6
1796,77.5,Weightlifting,6
1797,77.5,Wrestling,4
1798,78.0,Alpine Skiing,207
1799,78.0,Archery,33
1800,78.0,Athletics,635
1801,78.0,Badminton,48
1802,78.0,Baseball,35
1803,78.0,Basketball,116
1804,78.0,Beach Volleyball,8
1805,78.0,Biathlon,154
1806,78.0,Bobsleigh,47
1807,78.0,Boxing,16
1808,78.0,Canoeing,249
1809,78.0,Cross Country Skiing,176
1810,78.0,Curling,6
1811,78.0,Cycling,255
1812,78.0,Diving,21
1813,78.0,Equestrianism,132
1814,78.0,Fencing,292
1815,78.0,Figure Skating,14
1816,78.0,Football,169
1817,78.0,Freestyle Skiing,16
1818,78.0,Golf,3
1819,78.0,Gymnastics,42
1820,78.0,Handball,82
1821,78.0,Hockey,124
1822,78.0,Ice Hockey,136
1823,78.0,Judo,199
1824,78.0,Luge,44
1825,78.0,Modern Pentathlon,41
1826,78.0,Nordic Combined,14
1827,78.0,Rowing,192
1828,78.0,Rugby,3
1829,78.0,Rugby Sevens,3
1830,78.0,Sailing,180
1831,78.0,Shooting,210
1832,78.0,Short Track Speed Skating,25
1833,78.0,Skeleton,13
1834,78.0,Ski Jumping,42
1835,78.0,Snowboarding,24
1836,78.0,Softball,3
1837,78.0,Speed Skating,140
1838,78.0,Swimming,470
1839,78.0,Table Tennis,24
1840,78.0,Taekwondo,10
1841,78.0,Tennis,57
1842,78.0,Triathlon,7
1843,78.0,Volleyball,98
1844,78.0,Water Polo,83
1845,78.0,Weightlifting,24
1846,78.0,Wrestling,73
1847,78.5,Athletics,3
1848,78.5,Basketball,1
1849,78.5,Boxing,1
1850,78.5,Ice Hockey,1
1851,78.5,Shooting,2
1852,78.5,Weightlifting,15
1853,78.5,Wrestling,2
1854,79.0,Alpine Skiing,81
1855,79.0,Archery,23
1856,79.0,Athletics,435
1857,79.0,Badminton,35
1858,79.0,Baseball,18
1859,79.0,Basketball,90
1860,79.0,Beach Volleyball,3
1861,79.0,Biathlon,82
1862,79.0,Bobsleigh,22
1863,79.0,Boxing,15
1864,79.0,Canoeing,133
1865,79.0,Cross Country Skiing,131
1866,79.0,Curling,13
1867,79.0,Cycling,186
1868,79.0,Diving,8
1869,79.0,Equestrianism,55
1870,79.0,Fencing,182
1871,79.0,Figure Skating,8
1872,79.0,Football,112
1873,79.0,Freestyle Skiing,12
1874,79.0,Golf,2
1875,79.0,Gymnastics,12
1876,79.0,Handball,72
1877,79.0,Hockey,112
1878,79.0,Ice Hockey,144
1879,79.0,Judo,11
1880,79.0,Luge,36
1881,79.0,Modern Pentathlon,24
1882,79.0,Nordic Combined,3
1883,79.0,Rowing,130
1884,79.0,Rugby Sevens,3
1885,79.0,Sailing,66
1886,79.0,Shooting,120
1887,79.0,Short Track Speed Skating,12
1888,79.0,Skeleton,4
1889,79.0,Ski Jumping,10
1890,79.0,Snowboarding,9
1891,79.0,Softball,2
1892,79.0,Speed Skating,95
1893,79.0,Swimming,343
1894,79.0,Table Tennis,25
1895,79.0,Taekwondo,9
1896,79.0,Tennis,74
1897,79.0,Triathlon,4
1898,79.0,Volleyball,58
1899,79.0,Water Polo,41
1900,79.0,Weightlifting,17
1901,79.0,Wrestling,64
1902,79.5,Athletics,3
1903,79.5,Boxing,2
1904,79.5,Cycling,4
1905,79.5,Ice Hockey,8
1906,79.5,Sailing,3
1907,79.5,Taekwondo,3
1908,79.5,Weightlifting,2
1909,80.0,Alpine Skiing,207
1910,80.0,Archery,60
1911,80.0,Art Competitions,3
1912,80.0,Athletics,781
1913,80.0,Badminton,52
1914,80.0,Baseball,60
1915,80.0,Basketball,172
1916,80.0,Beach Volleyball,10
1917,80.0,Biathlon,152
1918,80.0,Bobsleigh,84
1919,80.0,Boxing,43
1920,80.0,Canoeing,355
1921,80.0,Cross Country Skiing,139
1922,80.0,Curling,12
1923,80.0,Cycling,232
1924,80.0,Diving,16
1925,80.0,Equestrianism,109
1926,80.0,Fencing,292
1927,80.0,Figure Skating,17
1928,80.0,Football,193
1929,80.0,Freestyle Skiing,31
1930,80.0,Golf,1
1931,80.0,Gymnastics,16
1932,80.0,Handball,116
1933,80.0,Hockey,163
1934,80.0,Ice Hockey,245
1935,80.0,Judo,90
1936,80.0,Luge,78
1937,80.0,Modern Pentathlon,33
1938,80.0,Nordic Combined,12
1939,80.0,Rowing,254
1940,80.0,Rugby Sevens,7
1941,80.0,Sailing,223
1942,80.0,Shooting,385
1943,80.0,Short Track Speed Skating,35
1944,80.0,Skeleton,12
1945,80.0,Ski Jumping,19
1946,80.0,Snowboarding,48
1947,80.0,Softball,13
1948,80.0,Speed Skating,195
1949,80.0,Swimming,720
1950,80.0,Table Tennis,47
1951,80.0,Taekwondo,47
1952,80.0,Tennis,107
1953,80.0,Triathlon,2
1954,80.0,Tug-Of-War,1
1955,80.0,Volleyball,122
1956,80.0,Water Polo,124
1957,80.0,Weightlifting,35
1958,80.0,Wrestling,44
1959,80.5,Athletics,1
1960,80.5,Canoeing,3
1961,80.5,Weightlifting,2
1962,81.0,Alpine Skiing,65
1963,81.0,Archery,23
1964,81.0,Art Competitions,2
1965,81.0,Athletics,317
1966,81.0,Badminton,13
1967,81.0,Baseball,13
1968,81.0,Basketball,59
1969,81.0,Beach Volleyball,10
1970,81.0,Biathlon,40
1971,81.0,Bobsleigh,37
1972,81.0,Boxing,287
1973,81.0,Canoeing,113
1974,81.0,Cross Country Skiing,66
1975,81.0,Curling,9
1976,81.0,Cycling,107
1977,81.0,Equestrianism,22
1978,81.0,Fencing,74
1979,81.0,Figure Skating,14
1980,81.0,Football,53
1981,81.0,Freestyle Skiing,5
1982,81.0,Golf,1
1983,81.0,Gymnastics,6
1984,81.0,Handball,38
1985,81.0,Hockey,52
1986,81.0,Ice Hockey,103
1987,81.0,Judo,152
1988,81.0,Luge,16
1989,81.0,Modern Pentathlon,8
1990,81.0,Nordic Combined,4
1991,81.0,Rowing,144
1992,81.0,Rugby Sevens,3
1993,81.0,Sailing,66
1994,81.0,Shooting,100
1995,81.0,Skeleton,2
1996,81.0,Ski Jumping,2
1997,81.0,Snowboarding,10
1998,81.0,Softball,2
1999,81.0,Speed Skating,48
2000,81.0,Swimming,274
2001,81.0,Table Tennis,8
2002,81.0,Taekwondo,4
2003,81.0,Tennis,36
2004,81.0,Triathlon,1
2005,81.0,Tug-Of-War,2
2006,81.0,Volleyball,40
2007,81.0,Water Polo,57
2008,81.0,Weightlifting,36
2009,81.0,Wrestling,13
2010,81.5,Boxing,1
2011,81.5,Ice Hockey,4
2012,81.5,Rowing,1
2013,81.5,Shooting,2
2014,81.5,Swimming,7
2015,81.5,Weightlifting,13
2016,81.5,Wrestling,3
2017,82.0,Alpine Skiing,206
2018,82.0,Archery,24
2019,82.0,Athletics,473
2020,82.0,Badminton,17
2021,82.0,Baseball,33
2022,82.0,Basketball,112
2023,82.0,Beach Volleyball,9
2024,82.0,Biathlon,78
2025,82.0,Bobsleigh,78
2026,82.0,Boxing,10
2027,82.0,Canoeing,245
2028,82.0,Cross Country Skiing,89
2029,82.0,Curling,11
2030,82.0,Cycling,157
2031,82.0,Diving,4
2032,82.0,Equestrianism,37
2033,82.0,Fencing,246
2034,82.0,Figure Skating,8
2035,82.0,Football,77
2036,82.0,Freestyle Skiing,19
2037,82.0,Golf,3
2038,82.0,Gymnastics,3
2039,82.0,Handball,98
2040,82.0,Hockey,87
2041,82.0,Ice Hockey,208
2042,82.0,Judo,8
2043,82.0,Luge,52
2044,82.0,Modern Pentathlon,11
2045,82.0,Nordic Combined,2
2046,82.0,Rowing,208
2047,82.0,Rugby Sevens,7
2048,82.0,Sailing,180
2049,82.0,Shooting,224
2050,82.0,Short Track Speed Skating,10
2051,82.0,Skeleton,11
2052,82.0,Ski Jumping,5
2053,82.0,Snowboarding,25
2054,82.0,Softball,1
2055,82.0,Speed Skating,127
2056,82.0,Swimming,399
2057,82.0,Table Tennis,14
2058,82.0,Taekwondo,4
2059,82.0,Tennis,43
2060,82.0,Trampolining,2
2061,82.0,Triathlon,2
2062,82.0,Tug-Of-War,3
2063,82.0,Volleyball,107
2064,82.0,Water Polo,139
2065,82.0,Weightlifting,101
2066,82.0,Wrestling,169
2067,82.5,Athletics,4
2068,82.5,Boxing,1
2069,82.5,Ice Hockey,4
2070,82.5,Rowing,5
2071,82.5,Weightlifting,3
2072,83.0,Alpine Skiing,141
2073,83.0,Archery,30
2074,83.0,Athletics,294
2075,83.0,Badminton,20
2076,83.0,Baseball,19
2077,83.0,Basketball,82
2078,83.0,Beach Volleyball,8
2079,83.0,Biathlon,44
2080,83.0,Bobsleigh,51
2081,83.0,Boxing,9
2082,83.0,Canoeing,164
2083,83.0,Cross Country Skiing,55
2084,83.0,Curling,10
2085,83.0,Cycling,90
2086,83.0,Equestrianism,33
2087,83.0,Fencing,117
2088,83.0,Figure Skating,9
2089,83.0,Football,43
2090,83.0,Freestyle Skiing,15
2091,83.0,Golf,3
2092,83.0,Handball,91
2093,83.0,Hockey,48
2094,83.0,Ice Hockey,161
2095,83.0,Judo,11
2096,83.0,Luge,30
2097,83.0,Modern Pentathlon,28
2098,83.0,Nordic Combined,14
2099,83.0,Rowing,196
2100,83.0,Rugby,1
2101,83.0,Rugby Sevens,8
2102,83.0,Sailing,84
2103,83.0,Shooting,176
2104,83.0,Short Track Speed Skating,25
2105,83.0,Skeleton,5
2106,83.0,Ski Jumping,1
2107,83.0,Snowboarding,32
2108,83.0,Softball,1
2109,83.0,Speed Skating,47
2110,83.0,Swimming,391
2111,83.0,Table Tennis,17
2112,83.0,Taekwondo,11
2113,83.0,Tennis,41
2114,83.0,Tug-Of-War,1
2115,83.0,Volleyball,77
2116,83.0,Water Polo,89
2117,83.0,Weightlifting,79
2118,83.0,Wrestling,23
2119,83.5,Ice Hockey,7
2120,83.5,Judo,1
2121,83.5,Weightlifting,7
2122,83.5,Wrestling,5
2123,84.0,Alpine Skiing,151
2124,84.0,Archery,43
2125,84.0,Art Competitions,1
2126,84.0,Athletics,312
2127,84.0,Badminton,12
2128,84.0,Baseball,39
2129,84.0,Basketball,93
2130,84.0,Beach Volleyball,5
2131,84.0,Biathlon,23
2132,84.0,Bobsleigh,58
2133,84.0,Boxing,10
2134,84.0,Canoeing,159
2135,84.0,Cross Country Skiing,33
2136,84.0,Curling,15
2137,84.0,Cycling,35
2138,84.0,Equestrianism,12
2139,84.0,Fencing,90
2140,84.0,Figure Skating,7
2141,84.0,Football,41
2142,84.0,Freestyle Skiing,13
2143,84.0,Golf,1
2144,84.0,Handball,67
2145,84.0,Hockey,43
2146,84.0,Ice Hockey,184
2147,84.0,Judo,17
2148,84.0,Luge,51
2149,84.0,Modern Pentathlon,7
2150,84.0,Rowing,257
2151,84.0,Rugby Sevens,1
2152,84.0,Sailing,122
2153,84.0,Shooting,123
2154,84.0,Short Track Speed Skating,3
2155,84.0,Skeleton,6
2156,84.0,Ski Jumping,2
2157,84.0,Snowboarding,12
2158,84.0,Softball,2
2159,84.0,Speed Skating,70
2160,84.0,Swimming,402
2161,84.0,Table Tennis,15
2162,84.0,Taekwondo,8
2163,84.0,Tennis,37
2164,84.0,Trampolining,2
2165,84.0,Volleyball,108
2166,84.0,Water Polo,87
2167,84.0,Weightlifting,13
2168,84.0,Wrestling,153
2169,84.5,Athletics,1
2170,84.5,Ice Hockey,1
2171,84.5,Weightlifting,5
2172,85.0,Alpine Skiing,212
2173,85.0,Archery,22
2174,85.0,Athletics,356
2175,85.0,Badminton,18
2176,85.0,Baseball,57
2177,85.0,Basketball,137
2178,85.0,Beach Volleyball,21
2179,85.0,Biathlon,23
2180,85.0,Bobsleigh,96
2181,85.0,Boxing,9
2182,85.0,Canoeing,259
2183,85.0,Cross Country Skiing,37
2184,85.0,Curling,16
2185,85.0,Cycling,100
2186,85.0,Equestrianism,58
2187,85.0,Fencing,169
2188,85.0,Figure Skating,6
2189,85.0,Football,56
2190,85.0,Freestyle Skiing,5
2191,85.0,Golf,2
2192,85.0,Gymnastics,14
2193,85.0,Handball,103
2194,85.0,Hockey,57
2195,85.0,Ice Hockey,229
2196,85.0,Judo,21
2197,85.0,Luge,41
2198,85.0,Modern Pentathlon,4
2199,85.0,Nordic Combined,3
2200,85.0,Rowing,302
2201,85.0,Rugby,1
2202,85.0,Rugby Sevens,9
2203,85.0,Sailing,123
2204,85.0,Shooting,205
2205,85.0,Short Track Speed Skating,6
2206,85.0,Skeleton,5
2207,85.0,Ski Jumping,1
2208,85.0,Snowboarding,46
2209,85.0,Softball,9
2210,85.0,Speed Skating,132
2211,85.0,Swimming,467
2212,85.0,Table Tennis,36
2213,85.0,Taekwondo,5
2214,85.0,Tennis,30
2215,85.0,Tug-Of-War,1
2216,85.0,Volleyball,126
2217,85.0,Water Polo,86
2218,85.0,Weightlifting,102
2219,85.0,Wrestling,86
2220,85.5,Athletics,1
2221,85.5,Baseball,1
2222,85.5,Shooting,2
2223,85.5,Weightlifting,6
2224,86.0,Alpine Skiing,86
2225,86.0,Archery,21
2226,86.0,Athletics,207
2227,86.0,Badminton,18
2228,86.0,Baseball,61
2229,86.0,Basketball,94
2230,86.0,Beach Volleyball,19
2231,86.0,Bobsleigh,112
2232,86.0,Boxing,9
2233,86.0,Canoeing,167
2234,86.0,Cross Country Skiing,23
2235,86.0,Curling,9
2236,86.0,Cycling,40
2237,86.0,Equestrianism,36
2238,86.0,Fencing,62
2239,86.0,Figure Skating,10
2240,86.0,Football,26
2241,86.0,Freestyle Skiing,5
2242,86.0,Golf,3
2243,86.0,Gymnastics,1
2244,86.0,Handball,90
2245,86.0,Hockey,30
2246,86.0,Ice Hockey,227
2247,86.0,Judo,83
2248,86.0,Luge,51
2249,86.0,Modern Pentathlon,7
2250,86.0,Nordic Combined,2
2251,86.0,Rowing,255
2252,86.0,Rugby,1
2253,86.0,Rugby Sevens,6
2254,86.0,Sailing,62
2255,86.0,Shooting,122
2256,86.0,Short Track Speed Skating,7
2257,86.0,Skeleton,5
2258,86.0,Snowboarding,7
2259,86.0,Softball,2
2260,86.0,Speed Skating,44
2261,86.0,Swimming,260
2262,86.0,Table Tennis,2
2263,86.0,Taekwondo,2
2264,86.0,Tennis,32
2265,86.0,Volleyball,88
2266,86.0,Water Polo,81
2267,86.0,Weightlifting,19
2268,86.0,Wrestling,42
2269,86.5,Canoeing,3
2270,86.5,Ice Hockey,5
2271,86.5,Weightlifting,4
2272,86.5,Wrestling,3
2273,87.0,Alpine Skiing,67
2274,87.0,Archery,8
2275,87.0,Athletics,106
2276,87.0,Badminton,7
2277,87.0,Baseball,12
2278,87.0,Basketball,57
2279,87.0,Beach Volleyball,15
2280,87.0,Biathlon,2
2281,87.0,Bobsleigh,49
2282,87.0,Boxing,7
2283,87.0,Canoeing,107
2284,87.0,Cross Country Skiing,17
2285,87.0,Cycling,49
2286,87.0,Diving,1
2287,87.0,Equestrianism,35
2288,87.0,Fencing,60
2289,87.0,Figure Skating,2
2290,87.0,Football,14
2291,87.0,Freestyle Skiing,2
2292,87.0,Gymnastics,7
2293,87.0,Handball,76
2294,87.0,Hockey,29
2295,87.0,Ice Hockey,106
2296,87.0,Judo,10
2297,87.0,Luge,18
2298,87.0,Rowing,237
2299,87.0,Rugby,1
2300,87.0,Rugby Sevens,7
2301,87.0,Sailing,52
2302,87.0,Shooting,137
2303,87.0,Snowboarding,5
2304,87.0,Speed Skating,18
2305,87.0,Swimming,295
2306,87.0,Table Tennis,1
2307,87.0,Taekwondo,6
2308,87.0,Tennis,38
2309,87.0,Volleyball,63
2310,87.0,Water Polo,59
2311,87.0,Weightlifting,14
2312,87.0,Wrestling,80
2313,87.5,Athletics,1
2314,87.5,Ice Hockey,7
2315,87.5,Weightlifting,6
2316,87.5,Wrestling,3
2317,88.0,Alpine Skiing,124
2318,88.0,Archery,8
2319,88.0,Athletics,226
2320,88.0,Badminton,8
2321,88.0,Baseball,30
2322,88.0,Basketball,91
2323,88.0,Beach Volleyball,28
2324,88.0,Biathlon,4
2325,88.0,Bobsleigh,67
2326,88.0,Boxing,7
2327,88.0,Canoeing,145
2328,88.0,Curling,3
2329,88.0,Cycling,41
2330,88.0,Diving,1
2331,88.0,Equestrianism,22
2332,88.0,Fencing,50
2333,88.0,Figure Skating,1
2334,88.0,Football,20
2335,88.0,Freestyle Skiing,6
2336,88.0,Golf,3
2337,88.0,Handball,92
2338,88.0,Hockey,33
2339,88.0,Ice Hockey,134
2340,88.0,Judo,17
2341,88.0,Luge,34
2342,88.0,Rowing,214
2343,88.0,Rugby,1
2344,88.0,Rugby Sevens,4
2345,88.0,Sailing,60
2346,88.0,Shooting,98
2347,88.0,Skeleton,4
2348,88.0,Snowboarding,10
2349,88.0,Softball,3
2350,88.0,Speed Skating,52
2351,88.0,Swimming,233
2352,88.0,Table Tennis,9
2353,88.0,Taekwondo,6
2354,88.0,Tennis,23
2355,88.0,Tug-Of-War,2
2356,88.0,Volleyball,77
2357,88.0,Water Polo,95
2358,88.0,Weightlifting,24
2359,88.0,Wrestling,32
2360,88.5,Ice Hockey,7
2361,88.5,Rowing,3
2362,88.5,Weightlifting,4
2363,88.5,Wrestling,1
2364,89.0,Alpine Skiing,94
2365,89.0,Archery,20
2366,89.0,Athletics,108
2367,89.0,Badminton,3
2368,89.0,Baseball,10
2369,89.0,Basketball,79
2370,89.0,Beach Volleyball,16
2371,89.0,Bobsleigh,65
2372,89.0,Boxing,9
2373,89.0,Canoeing,67
2374,89.0,Cross Country Skiing,2
2375,89.0,Curling,6
2376,89.0,Cycling,14
2377,89.0,Equestrianism,4
2378,89.0,Fencing,35
2379,89.0,Football,16
2380,89.0,Freestyle Skiing,1
2381,89.0,Golf,1
2382,89.0,Handball,48
2383,89.0,Hockey,19
2384,89.0,Ice Hockey,128
2385,89.0,Judo,13
2386,89.0,Luge,34
2387,89.0,Modern Pentathlon,2
2388,89.0,Rowing,217
2389,89.0,Rugby Sevens,5
2390,89.0,Sailing,51
2391,89.0,Shooting,56
2392,89.0,Snowboarding,3
2393,89.0,Speed Skating,10
2394,89.0,Swimming,105
2395,89.0,Table Tennis,4
2396,89.0,Tennis,8
2397,89.0,Tug-Of-War,3
2398,89.0,Volleyball,75
2399,89.0,Water Polo,53
2400,89.0,Weightlifting,33
2401,89.0,Wrestling,21
2402,89.5,Canoeing,7
2403,89.5,Ice Hockey,1
2404,89.5,Weightlifting,4
2405,90.0,Alpine Skiing,107
2406,90.0,Archery,38
2407,90.0,Athletics,266
2408,90.0,Badminton,2
2409,90.0,Baseball,56
2410,90.0,Basketball,124
2411,90.0,Beach Volleyball,18
2412,90.0,Biathlon,18
2413,90.0,Bobsleigh,146
2414,90.0,Boxing,25
2415,90.0,Canoeing,175
2416,90.0,Cross Country Skiing,6
2417,90.0,Curling,9
2418,90.0,Cycling,81
2419,90.0,Diving,5
2420,90.0,Equestrianism,9
2421,90.0,Fencing,58
2422,90.0,Figure Skating,1
2423,90.0,Football,22
2424,90.0,Freestyle Skiing,6
2425,90.0,Golf,1
2426,90.0,Handball,113
2427,90.0,Hockey,28
2428,90.0,Ice Hockey,149
2429,90.0,Judo,170
2430,90.0,Luge,71
2431,90.0,Modern Pentathlon,3
2432,90.0,Rowing,401
2433,90.0,Rugby Sevens,10
2434,90.0,Sailing,101
2435,90.0,Shooting,197
2436,90.0,Skeleton,7
2437,90.0,Snowboarding,21
2438,90.0,Softball,1
2439,90.0,Speed Skating,51
2440,90.0,Swimming,277
2441,90.0,Table Tennis,1
2442,90.0,Taekwondo,7
2443,90.0,Tennis,39
2444,90.0,Tug-Of-War,1
2445,90.0,Volleyball,125
2446,90.0,Water Polo,112
2447,90.0,Weightlifting,139
2448,90.0,Wrestling,174
2449,90.5,Ice Hockey,2
2450,90.5,Judo,2
2451,91.0,Alpine Skiing,62
2452,91.0,Archery,5
2453,91.0,Art Competitions,2
2454,91.0,Athletics,111
2455,91.0,Badminton,2
2456,91.0,Baseball,24
2457,91.0,Basketball,66
2458,91.0,Beach Volleyball,8
2459,91.0,Biathlon,8
2460,91.0,Bobsleigh,52
2461,91.0,Boxing,161
2462,91.0,Canoeing,51
2463,91.0,Cross Country Skiing,10
2464,91.0,Curling,6
2465,91.0,Cycling,9
2466,91.0,Diving,2
2467,91.0,Fencing,20
2468,91.0,Football,4
2469,91.0,Freestyle Skiing,3
2470,91.0,Golf,2
2471,91.0,Handball,33
2472,91.0,Hockey,8
2473,91.0,Ice Hockey,124
2474,91.0,Judo,8
2475,91.0,Luge,14
2476,91.0,Modern Pentathlon,1
2477,91.0,Rowing,185
2478,91.0,Rugby Sevens,3
2479,91.0,Sailing,22
2480,91.0,Shooting,36
2481,91.0,Snowboarding,10
2482,91.0,Speed Skating,2
