,Weight,Sport,count
2483,91.0,Swimming,114
2484,91.0,Taekwondo,4
2485,91.0,Tennis,16
2486,91.0,Tug-Of-War,1
2487,91.0,Volleyball,49
2488,91.0,Water Polo,58
2489,91.0,Weightlifting,14
2490,91.0,Wrestling,14
2491,91.5,Athletics,4
2492,91.5,Ice Hockey,2
2493,91.5,Wrestling,3
2494,92.0,Alpine Skiing,72
2495,92.0,Archery,19
2496,92.0,Athletics,108
2497,92.0,Badminton,3
2498,92.0,Baseball,16
2499,92.0,Basketball,94
2500,92.0,Beach Volleyball,22
2501,92.0,Bobsleigh,76
2502,92.0,Boxing,11
2503,92.0,Canoeing,84
2504,92.0,Cycling,38
2505,92.0,Equestrianism,2
2506,92.0,Fencing,22
2507,92.0,Football,4
2508,92.0,Freestyle Skiing,3
2509,92.0,Handball,86
2510,92.0,Hockey,12
2511,92.0,Ice Hockey,99
2512,92.0,Judo,16
2513,92.0,Lacrosse,1
2514,92.0,Luge,23
2515,92.0,Rowing,207
2516,92.0,Rugby,1
2517,92.0,Rugby Sevens,6
2518,92.0,Sailing,62
2519,92.0,Shooting,45
2520,92.0,Skeleton,3
2521,92.0,Softball,1
2522,92.0,Speed Skating,17
2523,92.0,Swimming,117
2524,92.0,Taekwondo,1
2525,92.0,Tennis,14
2526,92.0,Volleyball,59
2527,92.0,Water Polo,85
2528,92.0,Weightlifting,16
2529,92.0,Wrestling,28
2530,92.5,Athletics,5
2531,92.5,Boxing,1
2532,92.5,Ice Hockey,1
2533,93.0,Alpine Skiing,55
2534,93.0,Archery,3
2535,93.0,Art Competitions,2
2536,93.0,Athletics,119
2537,93.0,Badminton,4
2538,93.0,Baseball,32
2539,93.0,Basketball,51
2540,93.0,Beach Volleyball,13
2541,93.0,Bobsleigh,90
2542,93.0,Boxing,12
2543,93.0,Canoeing,57
2544,93.0,Curling,2
2545,93.0,Cycling,26
2546,93.0,Fencing,31
2547,93.0,Football,4
2548,93.0,Freestyle Skiing,3
2549,93.0,Handball,81
2550,93.0,Hockey,7
2551,93.0,Ice Hockey,122
2552,93.0,Judo,44
2553,93.0,Luge,3
2554,93.0,Rowing,242
2555,93.0,Rugby Sevens,8
2556,93.0,Sailing,36
2557,93.0,Shooting,92
2558,93.0,Speed Skating,17
2559,93.0,Swimming,102
2560,93.0,Table Tennis,3
2561,93.0,Taekwondo,1
2562,93.0,Tennis,3
2563,93.0,Tug-Of-War,2
2564,93.0,Volleyball,57
2565,93.0,Water Polo,54
2566,93.0,Weightlifting,12
2567,93.0,Wrestling,19
2568,93.5,Ice Hockey,1
2569,93.5,Weightlifting,2
2570,93.5,Wrestling,1
2571,94.0,Alpine Skiing,33
2572,94.0,Archery,1
2573,94.0,Athletics,83
2574,94.0,Baseball,19
2575,94.0,Basketball,64
2576,94.0,Beach Volleyball,5
2577,94.0,Bobsleigh,52
2578,94.0,Boxing,11
2579,94.0,Canoeing,27
2580,94.0,Curling,3
2581,94.0,Cycling,14
2582,94.0,Fencing,6
2583,94.0,Football,7
2584,94.0,Handball,65
2585,94.0,Hockey,1
2586,94.0,Ice Hockey,55
2587,94.0,Judo,14
2588,94.0,Luge,14
2589,94.0,Rowing,182
2590,94.0,Rugby Sevens,2
2591,94.0,Sailing,26
2592,94.0,Shooting,30
2593,94.0,Skeleton,1
2594,94.0,Swimming,46
2595,94.0,Taekwondo,4
2596,94.0,Tug-Of-War,1
2597,94.0,Volleyball,72
2598,94.0,Water Polo,56
2599,94.0,Weightlifting,85
2600,94.0,Wrestling,11
2601,95.0,Alpine Skiing,35
2602,95.0,Archery,12
2603,95.0,Athletics,191
2604,95.0,Baseball,37
2605,95.0,Basketball,120
2606,95.0,Beach Volleyball,20
2607,95.0,Biathlon,16
2608,95.0,Bobsleigh,128
2609,95.0,Boxing,19
2610,95.0,Canoeing,62
2611,95.0,Cross Country Skiing,1
2612,95.0,Curling,10
2613,95.0,Cycling,22
2614,95.0,Equestrianism,2
2615,95.0,Fencing,24
2616,95.0,Football,13
2617,95.0,Freestyle Skiing,4
2618,95.0,Golf,1
2619,95.0,Handball,82
2620,95.0,Hockey,5
2621,95.0,Ice Hockey,117
2622,95.0,Judo,86
2623,95.0,Luge,33
2624,95.0,Rowing,207
2625,95.0,Rugby Sevens,9
2626,95.0,Sailing,82
2627,95.0,Shooting,128
2628,95.0,Skeleton,2
2629,95.0,Snowboarding,6
2630,95.0,Speed Skating,12
2631,95.0,Swimming,125
2632,95.0,Table Tennis,2
2633,95.0,Taekwondo,5
2634,95.0,Tennis,1
2635,95.0,Tug-Of-War,7
2636,95.0,Volleyball,71
2637,95.0,Water Polo,107
2638,95.0,Weightlifting,15
2639,95.0,Wrestling,23
2640,95.5,Weightlifting,2
2641,96.0,Alpine Skiing,15
2642,96.0,Archery,6
2643,96.0,Athletics,61
2644,96.0,Badminton,1
2645,96.0,Baseball,6
2646,96.0,Basketball,69
2647,96.0,Bobsleigh,46
2648,96.0,Boxing,8
2649,96.0,Canoeing,16
2650,96.0,Cycling,15
2651,96.0,Fencing,7
2652,96.0,Football,7
2653,96.0,Freestyle Skiing,3
2654,96.0,Handball,74
2655,96.0,Hockey,3
2656,96.0,Ice Hockey,36
2657,96.0,Judo,6
2658,96.0,Luge,8
2659,96.0,Rowing,140
2660,96.0,Rugby Sevens,4
2661,96.0,Sailing,32
2662,96.0,Shooting,15
2663,96.0,Skeleton,1
2664,96.0,Snowboarding,1
2665,96.0,Speed Skating,9
2666,96.0,Swimming,39
2667,96.0,Taekwondo,1
2668,96.0,Tennis,2
2669,96.0,Tug-Of-War,1
2670,96.0,Volleyball,36
2671,96.0,Water Polo,64
2672,96.0,Weightlifting,10
2673,96.0,Wrestling,117
2674,96.5,Athletics,1
2675,96.5,Judo,2
2676,96.5,Weightlifting,2
2677,97.0,Alpine Skiing,19
2678,97.0,Athletics,52
2679,97.0,Badminton,2
2680,97.0,Baseball,6
2681,97.0,Basketball,33
2682,97.0,Beach Volleyball,6
2683,97.0,Bobsleigh,40
2684,97.0,Boxing,6
2685,97.0,Canoeing,10
2686,97.0,Cross Country Skiing,3
2687,97.0,Cycling,3
2688,97.0,Fencing,11
2689,97.0,Handball,59
2690,97.0,Ice Hockey,25
2691,97.0,Judo,3
2692,97.0,Luge,7
2693,97.0,Rowing,98
2694,97.0,Rugby Sevens,2
2695,97.0,Sailing,30
2696,97.0,Shooting,29
2697,97.0,Speed Skating,5
2698,97.0,Swimming,26
2699,97.0,Taekwondo,4
2700,97.0,Tennis,4
2701,97.0,Tug-Of-War,1
2702,97.0,Volleyball,43
2703,97.0,Water Polo,37
2704,97.0,Weightlifting,11
2705,97.0,Wrestling,109
2706,97.5,Athletics,6
2707,97.5,Bobsleigh,1
2708,97.5,Ice Hockey,3
2709,97.5,Weightlifting,3
2710,98.0,Alpine Skiing,17
2711,98.0,Archery,24
2712,98.0,Athletics,76
2713,98.0,Baseball,21
2714,98.0,Basketball,67
2715,98.0,Beach Volleyball,6
2716,98.0,Bobsleigh,99
2717,98.0,Boxing,8
2718,98.0,Canoeing,12
2719,98.0,Cycling,4
2720,98.0,Fencing,11
2721,98.0,Football,2
2722,98.0,Freestyle Skiing,3
2723,98.0,Golf,1
2724,98.0,Handball,63
2725,98.0,Ice Hockey,38
2726,98.0,Judo,25
2727,98.0,Lacrosse,1
2728,98.0,Luge,2
2729,98.0,Rowing,114
2730,98.0,Rugby,1
2731,98.0,Rugby Sevens,7
2732,98.0,Sailing,49
2733,98.0,Shooting,40
2734,98.0,Softball,1
2735,98.0,Swimming,48
2736,98.0,Table Tennis,3
2737,98.0,Tennis,3
2738,98.0,Tug-Of-War,1
2739,98.0,Volleyball,39
2740,98.0,Water Polo,56
2741,98.0,Weightlifting,21
2742,98.0,Wrestling,29
2743,98.5,Athletics,1
2744,98.5,Weightlifting,4
2745,99.0,Archery,4
2746,99.0,Athletics,37
2747,99.0,Baseball,4
2748,99.0,Basketball,19
2749,99.0,Beach Volleyball,2
2750,99.0,Bobsleigh,34
2751,99.0,Boxing,9
2752,99.0,Canoeing,1
2753,99.0,Football,1
2754,99.0,Freestyle Skiing,1
2755,99.0,Handball,26
2756,99.0,Hockey,2
2757,99.0,Ice Hockey,20
2758,99.0,Judo,18
2759,99.0,Rowing,35
2760,99.0,Rugby,1
2761,99.0,Rugby Sevens,2
2762,99.0,Sailing,13
2763,99.0,Shooting,24
2764,99.0,Snowboarding,1
2765,99.0,Softball,3
2766,99.0,Swimming,29
2767,99.0,Table Tennis,1
2768,99.0,Taekwondo,1
2769,99.0,Tug-Of-War,2
2770,99.0,Volleyball,9
2771,99.0,Water Polo,13
2772,99.0,Weightlifting,30
2773,99.0,Wrestling,28
2774,100.0,Alpine Skiing,29
2775,100.0,Archery,17
2776,100.0,Athletics,161
2777,100.0,Baseball,25
2778,100.0,Basketball,109
2779,100.0,Beach Volleyball,5
2780,100.0,Bobsleigh,101
2781,100.0,Boxing,12
2782,100.0,Canoeing,18
2783,100.0,Cross Country Skiing,14
2784,100.0,Curling,2
2785,100.0,Cycling,6
2786,100.0,Equestrianism,2
2787,100.0,Fencing,10
2788,100.0,Football,1
2789,100.0,Freestyle Skiing,3
2790,100.0,Golf,1
2791,100.0,Handball,104
2792,100.0,Hockey,4
2793,100.0,Ice Hockey,61
2794,100.0,Judo,154
2795,100.0,Luge,9
2796,100.0,Rowing,135
2797,100.0,Rugby Sevens,7
2798,100.0,Sailing,79
2799,100.0,Shooting,62
2800,100.0,Skeleton,2
2801,100.0,Speed Skating,1
2802,100.0,Swimming,34
2803,100.0,Taekwondo,6
2804,100.0,Tennis,1
2805,100.0,Tug-Of-War,8
2806,100.0,Volleyball,40
2807,100.0,Water Polo,80
2808,100.0,Weightlifting,67
2809,100.0,Wrestling,174
2810,100.5,Athletics,1
2811,100.5,Weightlifting,2
2812,101.0,Athletics,20
2813,101.0,Baseball,4
2814,101.0,Basketball,14
2815,101.0,Beach Volleyball,4
2816,101.0,Bobsleigh,13
2817,101.0,Boxing,8
2818,101.0,Curling,1
2819,101.0,Handball,6
2820,101.0,Hockey,1
2821,101.0,Ice Hockey,2
2822,101.0,Judo,10
2823,101.0,Luge,1
2824,101.0,Rowing,27
2825,101.0,Rugby Sevens,2
2826,101.0,Swimming,2
2827,101.0,Volleyball,13
2828,101.0,Water Polo,15
2829,101.0,Weightlifting,9
2830,101.0,Wrestling,14
2831,101.5,Boxing,3
2832,101.5,Weightlifting,2
2833,102.0,Alpine Skiing,9
2834,102.0,Archery,2
2835,102.0,Athletics,91
2836,102.0,Baseball,11
2837,102.0,Basketball,63
2838,102.0,Beach Volleyball,5
2839,102.0,Bobsleigh,57
2840,102.0,Boxing,5
2841,102.0,Canoeing,2
2842,102.0,Curling,2
2843,102.0,Cycling,6
2844,102.0,Fencing,1
2845,102.0,Gymnastics,1
2846,102.0,Handball,23
2847,102.0,Hockey,2
2848,102.0,Ice Hockey,31
2849,102.0,Judo,9
2850,102.0,Luge,5
2851,102.0,Rowing,44
2852,102.0,Rugby Sevens,2
2853,102.0,Sailing,27
2854,102.0,Shooting,7
2855,102.0,Snowboarding,3
2856,102.0,Softball,3
2857,102.0,Swimming,2
2858,102.0,Taekwondo,2
2859,102.0,Tug-Of-War,1
2860,102.0,Volleyball,17
2861,102.0,Water Polo,40
2862,102.0,Weightlifting,9
2863,102.0,Wrestling,22
2864,102.5,Athletics,4
2865,102.5,Shooting,1
2866,102.5,Weightlifting,4
2867,103.0,Athletics,30
2868,103.0,Baseball,2
2869,103.0,Basketball,20
2870,103.0,Beach Volleyball,1
2871,103.0,Bobsleigh,33
2872,103.0,Boxing,5
2873,103.0,Handball,16
2874,103.0,Ice Hockey,12
2875,103.0,Judo,9
2876,103.0,Rowing,36
2877,103.0,Rugby Sevens,3
2878,103.0,Sailing,21
2879,103.0,Shooting,11
2880,103.0,Volleyball,13
2881,103.0,Water Polo,17
2882,103.0,Weightlifting,8
2883,103.0,Wrestling,12
2884,103.5,Taekwondo,4
2885,103.5,Weightlifting,2
2886,104.0,Alpine Skiing,1
2887,104.0,Athletics,31
2888,104.0,Baseball,5
2889,104.0,Basketball,28
2890,104.0,Bobsleigh,28
2891,104.0,Boxing,5
2892,104.0,Cycling,2
2893,104.0,Golf,1
2894,104.0,Handball,30
2895,104.0,Ice Hockey,19
2896,104.0,Judo,17
2897,104.0,Luge,1
2898,104.0,Rowing,24
2899,104.0,Rugby Sevens,3
2900,104.0,Sailing,29
2901,104.0,Shooting,17
2902,104.0,Swimming,14
2903,104.0,Synchronized Swimming,1
2904,104.0,Taekwondo,2
2905,104.0,Tug-Of-War,4
2906,104.0,Volleyball,14
2907,104.0,Water Polo,22
2908,104.0,Weightlifting,11
2909,104.0,Wrestling,5
2910,104.5,Weightlifting,2
2911,105.0,Alpine Skiing,3
2912,105.0,Archery,3
2913,105.0,Athletics,110
2914,105.0,Baseball,4
2915,105.0,Basketball,73
2916,105.0,Beach Volleyball,1
2917,105.0,Bobsleigh,42
2918,105.0,Boxing,5
2919,105.0,Canoeing,3
2920,105.0,Curling,1
2921,105.0,Fencing,1
2922,105.0,Freestyle Skiing,1
2923,105.0,Handball,47
2924,105.0,Hockey,2
2925,105.0,Ice Hockey,11
2926,105.0,Judo,22
2927,105.0,Luge,2
2928,105.0,Rowing,37
2929,105.0,Rugby Sevens,7
2930,105.0,Sailing,15
2931,105.0,Shooting,38
2932,105.0,Swimming,9
2933,105.0,Volleyball,19
2934,105.0,Water Polo,36
2935,105.0,Weightlifting,93
2936,105.0,Wrestling,17
2937,105.5,Weightlifting,4
2938,106.0,Athletics,52
2939,106.0,Baseball,3
2940,106.0,Basketball,24
2941,106.0,Beach Volleyball,3
2942,106.0,Bobsleigh,9
2943,106.0,Boxing,2
2944,106.0,Handball,16
2945,106.0,Ice Hockey,2
2946,106.0,Judo,2
2947,106.0,Rowing,10
2948,106.0,Rugby Sevens,3
2949,106.0,Sailing,9
2950,106.0,Shooting,3
2951,106.0,Taekwondo,3
2952,106.0,Volleyball,3
2953,106.0,Water Polo,13
2954,106.0,Weightlifting,9
2955,106.0,Wrestling,8
2956,106.5,Weightlifting,4
2957,107.0,Alpine Skiing,2
2958,107.0,Athletics,34
2959,107.0,Baseball,8
2960,107.0,Basketball,30
2961,107.0,Bobsleigh,28
2962,107.0,Boxing,4
2963,107.0,Handball,11
2964,107.0,Ice Hockey,7
2965,107.0,Judo,7
2966,107.0,Rowing,2
2967,107.0,Rugby Sevens,2
2968,107.0,Sailing,4
2969,107.0,Shooting,5
2970,107.0,Swimming,7
2971,107.0,Volleyball,2
2972,107.0,Water Polo,6
2973,107.0,Weightlifting,19
2974,107.0,Wrestling,9
2975,107.5,Athletics,1
2976,107.5,Basketball,1
2977,108.0,Athletics,21
2978,108.0,Baseball,5
2979,108.0,Basketball,36
2980,108.0,Beach Volleyball,2
2981,108.0,Bobsleigh,11
2982,108.0,Boxing,4
2983,108.0,Fencing,4
2984,108.0,Freestyle Skiing,1
2985,108.0,Handball,4
2986,108.0,Ice Hockey,5
2987,108.0,Judo,9
2988,108.0,Rowing,9
2989,108.0,Rugby Sevens,1
2990,108.0,Sailing,9
2991,108.0,Shooting,3
2992,108.0,Swimming,3
2993,108.0,Tug-Of-War,1
2994,108.0,Volleyball,1
2995,108.0,Water Polo,10
2996,108.0,Weightlifting,27
2997,108.0,Wrestling,8
2998,108.5,Weightlifting,4
2999,109.0,Athletics,31
3000,109.0,Baseball,1
3001,109.0,Basketball,20
3002,109.0,Bobsleigh,2
3003,109.0,Boxing,1
3004,109.0,Canoeing,1
3005,109.0,Handball,7
3006,109.0,Ice Hockey,3
3007,109.0,Judo,6
3008,109.0,Rowing,3
3009,109.0,Rugby Sevens,1
3010,109.0,Sailing,2
3011,109.0,Shooting,5
3012,109.0,Softball,3
3013,109.0,Taekwondo,1
3014,109.0,Tug-Of-War,2
3015,109.0,Volleyball,2
3016,109.0,Water Polo,9
3017,109.0,Weightlifting,20
3018,109.0,Wrestling,3
3019,109.5,Judo,2
3020,110.0,Archery,8
3021,110.0,Athletics,124
3022,110.0,Baseball,6
3023,110.0,Basketball,64
3024,110.0,Beach Volleyball,3
3025,110.0,Bobsleigh,23
3026,110.0,Boxing,5
3027,110.0,Canoeing,5
3028,110.0,Handball,24
3029,110.0,Ice Hockey,4
3030,110.0,Judo,31
3031,110.0,Rowing,4
3032,110.0,Sailing,11
3033,110.0,Shooting,9
3034,110.0,Swimming,1
3035,110.0,Taekwondo,1
3036,110.0,Volleyball,3
3037,110.0,Water Polo,17
3038,110.0,Weightlifting,61
3039,110.0,Wrestling,24
3040,111.0,Athletics,22
3041,111.0,Basketball,13
3042,111.0,Bobsleigh,3
3043,111.0,Boxing,3
3044,111.0,Handball,5
3045,111.0,Ice Hockey,1
3046,111.0,Judo,8
3047,111.0,Sailing,4
3048,111.0,Shooting,1
3049,111.0,Tennis,2
3050,111.0,Water Polo,6
3051,111.0,Weightlifting,2
3052,111.0,Wrestling,7
3053,112.0,Athletics,51
3054,112.0,Baseball,1
3055,112.0,Basketball,15
3056,112.0,Handball,7
3057,112.0,Ice Hockey,2
3058,112.0,Judo,11
3059,112.0,Luge,1
3060,112.0,Sailing,5
3061,112.0,Shooting,2
3062,112.0,Swimming,7
3063,112.0,Water Polo,7
3064,112.0,Weightlifting,11
3065,112.0,Wrestling,5
3066,112.5,Athletics,1
3067,112.5,Judo,3
3068,112.5,Weightlifting,1
3069,113.0,Archery,1
3070,113.0,Athletics,26
3071,113.0,Basketball,17
3072,113.0,Bobsleigh,5
3073,113.0,Boxing,1
3074,113.0,Handball,2
3075,113.0,Ice Hockey,3
3076,113.0,Judo,1
3077,113.0,Rugby Sevens,1
3078,113.0,Sailing,3
3079,113.0,Shooting,1
3080,113.0,Water Polo,3
3081,113.0,Weightlifting,3
3082,113.0,Wrestling,5
3083,114.0,Athletics,33
3084,114.0,Baseball,1
3085,114.0,Basketball,10
3086,114.0,Bobsleigh,5
3087,114.0,Canoeing,5
3088,114.0,Handball,7
3089,114.0,Judo,10
3090,114.0,Rowing,2
3091,114.0,Sailing,5
3092,114.0,Shooting,6
3093,114.0,Swimming,1
3094,114.0,Tug-Of-War,1
3095,114.0,Water Polo,1
3096,114.0,Weightlifting,13
3097,114.0,Wrestling,3
3098,115.0,Archery,3
3099,115.0,Athletics,127
3100,115.0,Basketball,47
3101,115.0,Bobsleigh,7
3102,115.0,Boxing,1
3103,115.0,Canoeing,3
3104,115.0,Handball,5
3105,115.0,Judo,19
3106,115.0,Sailing,5
3107,115.0,Shooting,18
3108,115.0,Tug-Of-War,2
3109,115.0,Volleyball,3
3110,115.0,Water Polo,25
3111,115.0,Weightlifting,4
3112,115.0,Wrestling,23
3113,116.0,Athletics,23
3114,116.0,Basketball,3
3115,116.0,Bobsleigh,7
3116,116.0,Boxing,1
3117,116.0,Ice Hockey,3
3118,116.0,Judo,5
3119,116.0,Sailing,6
3120,116.0,Shooting,2
3121,116.0,Weightlifting,2
3122,116.0,Wrestling,7
3123,116.5,Weightlifting,2
3124,117.0,Athletics,15
3125,117.0,Basketball,16
3126,117.0,Boxing,1
3127,117.0,Judo,1
3128,117.0,Shooting,3
3129,117.0,Weightlifting,3
3130,117.0,Wrestling,5
3131,117.5,Judo,3
3132,117.5,Weightlifting,2
3133,118.0,Athletics,52
3134,118.0,Basketball,13
3135,118.0,Handball,3
3136,118.0,Judo,6
3137,118.0,Sailing,3
3138,118.0,Shooting,2
3139,118.0,Tug-Of-War,1
3140,118.0,Water Polo,5
3141,118.0,Weightlifting,7
3142,118.0,Wrestling,15
3143,118.5,Weightlifting,2
3144,119.0,Athletics,14
3145,119.0,Handball,2
3146,119.0,Judo,3
3147,119.0,Weightlifting,5
3148,120.0,Athletics,174
3149,120.0,Baseball,1
3150,120.0,Basketball,19
3151,120.0,Judo,33
3152,120.0,Sailing,5
3153,120.0,Shooting,6
3154,120.0,Table Tennis,1
3155,120.0,Volleyball,1
3156,120.0,Water Polo,5
3157,120.0,Weightlifting,16
3158,120.0,Wrestling,134
3159,121.0,Athletics,9
3160,121.0,Basketball,1
3161,121.0,Judo,1
3162,121.0,Sailing,1
3163,121.0,Shooting,4
3164,121.0,Weightlifting,3
3165,121.5,Judo,2
3166,122.0,Athletics,18
3167,122.0,Basketball,11
3168,122.0,Judo,2
3169,122.0,Sailing,2
3170,122.0,Weightlifting,2
3171,122.0,Wrestling,3
3172,122.5,Athletics,3
3173,123.0,Athletics,26
3174,123.0,Bobsleigh,3
3175,123.0,Judo,3
3176,123.0,Sailing,1
3177,123.0,Weightlifting,7
3178,123.5,Weightlifting,3
3179,124.0,Athletics,8
3180,124.0,Handball,1
3181,124.0,Judo,3
3182,124.0,Weightlifting,9
3183,124.0,Wrestling,5
3184,125.0,Archery,2
3185,125.0,Athletics,91
3186,125.0,Basketball,6
3187,125.0,Boxing,1
3188,125.0,Judo,29
3189,125.0,Sailing,5
3190,125.0,Shooting,8
3191,125.0,Water Polo,1
3192,125.0,Weightlifting,15
3193,125.0,Wrestling,41
3194,126.0,Athletics,16
3195,126.0,Basketball,1
3196,126.0,Handball,1
3197,126.0,Judo,2
3198,126.0,Shooting,5
3199,126.0,Weightlifting,5
3200,126.0,Wrestling,4
3201,127.0,Archery,2
3202,127.0,Athletics,17
3203,127.0,Boxing,1
3204,127.0,Judo,8
3205,127.0,Skeleton,1
3206,127.0,Weightlifting,6
3207,127.0,Wrestling,6
3208,127.5,Weightlifting,2
3209,128.0,Archery,2
3210,128.0,Athletics,23
3211,128.0,Basketball,2
3212,128.0,Judo,5
3213,128.0,Shooting,8
3214,128.0,Weightlifting,7
3215,128.0,Wrestling,10
3216,129.0,Athletics,13
3217,129.0,Judo,1
3218,129.5,Weightlifting,3
3219,130.0,Archery,2
3220,130.0,Athletics,56
3221,130.0,Basketball,6
3222,130.0,Bobsleigh,4
3223,130.0,Boxing,1
3224,130.0,Judo,33
3225,130.0,Sailing,7
3226,130.0,Shooting,3
3227,130.0,Weightlifting,16
3228,130.0,Wrestling,75
3229,130.5,Weightlifting,2
3230,131.0,Athletics,5
3231,131.0,Judo,4
3232,131.0,Weightlifting,6
3233,131.0,Wrestling,2
3234,131.5,Judo,3
3235,132.0,Athletics,13
3236,132.0,Basketball,1
3237,132.0,Handball,2
3238,132.0,Judo,11
3239,132.0,Wrestling,3
3240,133.0,Athletics,2
3241,133.0,Boxing,1
3242,133.0,Judo,1
3243,133.0,Weightlifting,6
3244,133.0,Wrestling,3
3245,133.5,Judo,2
3246,134.0,Athletics,7
3247,134.0,Judo,4
3248,134.0,Weightlifting,2
3249,134.0,Wrestling,2
3250,135.0,Athletics,14
3251,135.0,Basketball,4
3252,135.0,Judo,15
3253,135.0,Weightlifting,8
3254,135.0,Wrestling,2
3255,135.5,Weightlifting,3
3256,136.0,Athletics,12
3257,136.0,Weightlifting,8
3258,137.0,Athletics,3
3259,137.0,Basketball,4
3260,137.0,Judo,3
3261,137.0,Rowing,1
3262,137.5,Weightlifting,2
3263,138.0,Athletics,7
3264,138.0,Judo,3
3265,138.0,Weightlifting,3
3266,138.5,Weightlifting,3
3267,139.0,Athletics,5
3268,139.0,Judo,4
3269,139.0,Weightlifting,3
3270,140.0,Athletics,25
3271,140.0,Basketball,4
3272,140.0,Boxing,1
3273,140.0,Judo,9
3274,140.0,Shooting,6
3275,140.0,Weightlifting,7
3276,141.0,Basketball,6
3277,141.0,Judo,4
3278,141.0,Weightlifting,5
3279,141.0,Wrestling,1
3280,142.0,Athletics,8
3281,143.0,Athletics,1
3282,143.0,Judo,2
3283,143.0,Weightlifting,2
3284,144.0,Athletics,2
3285,144.0,Judo,3
3286,144.0,Weightlifting,4
3287,145.0,Athletics,6
3288,145.0,Bobsleigh,1
3289,145.0,Judo,6
3290,145.0,Weightlifting,8
3291,146.0,Weightlifting,12
3292,146.0,Wrestling,2
3293,146.5,Weightlifting,2
3294,147.0,Athletics,3
3295,147.0,Judo,2
3296,147.0,Weightlifting,1
3297,148.0,Athletics,1
3298,148.0,Judo,1
3299,148.0,Weightlifting,9
3300,148.0,Wrestling,3
3301,149.0,Athletics,1
3302,150.0,Athletics,5
3303,150.0,Weightlifting,9
3304,150.0,Wrestling,4
3305,151.0,Judo,1
3306,152.0,Weightlifting,2
3307,154.0,Athletics,2
3308,154.0,Judo,1
3309,154.0,Weightlifting,2
3310,155.0,Athletics,2
3311,155.0,Weightlifting,4
3312,156.0,Basketball,1
3313,156.0,Weightlifting,4
3314,158.0,Athletics,1
3315,158.0,Weightlifting,2
3316,160.0,Athletics,1
3317,160.0,Judo,2
3318,160.0,Weightlifting,9
3319,161.0,Weightlifting,6
3320,163.0,Judo,4
3321,163.0,Weightlifting,3
3322,165.0,Athletics,4
3323,165.0,Judo,1
3324,167.0,Weightlifting,2
3325,170.0,Judo,3
3326,170.0,Weightlifting,2
3327,175.0,Judo,1
3328,176.5,Weightlifting,2
3329,178.0,Judo,1
3330,180.0,Judo,1
3331,182.0,Wrestling,2
3332,190.0,Wrestling,1
3333,198.0,Judo,1
3334,214.0,Judo,2
