,Height,Sport,count
1679,183.0,Football,161
1680,183.0,Freestyle Skiing,22
1681,183.0,Golf,10
1682,183.0,Gymnastics,69
1683,183.0,Handball,120
1684,183.0,Hockey,156
1685,183.0,Ice Hockey,343
1686,183.0,Judo,105
1687,183.0,Luge,65
1688,183.0,Modern Pentathlon,45
1689,183.0,Nordic Combined,66
1690,183.0,Rowing,440
1691,183.0,Rugby,6
1692,183.0,Rugby Sevens,10
1693,183.0,Sailing,264
1694,183.0,Shooting,303
1695,183.0,Short Track Speed Skating,17
1696,183.0,Skeleton,3
1697,183.0,Ski Jumping,87
1698,183.0,Snowboarding,24
1699,183.0,Softball,5
1700,183.0,Speed Skating,194
1701,183.0,Swimming,850
1702,183.0,Table Tennis,11
1703,183.0,Taekwondo,27
1704,183.0,Tennis,90
1705,183.0,Trampolining,1
1706,183.0,Triathlon,14
1707,183.0,Tug-Of-War,1
1708,183.0,Volleyball,116
1709,183.0,Water Polo,122
1710,183.0,Weightlifting,50
1711,183.0,Wrestling,123
1712,184.0,Alpine Skiing,192
1713,184.0,Archery,39
1714,184.0,Art Competitions,5
1715,184.0,Athletics,679
1716,184.0,Badminton,28
1717,184.0,Baseball,32
1718,184.0,Basketball,50
1719,184.0,Beach Volleyball,18
1720,184.0,Biathlon,101
1721,184.0,Bobsleigh,97
1722,184.0,Boxing,58
1723,184.0,Canoeing,197
1724,184.0,Cross Country Skiing,121
1725,184.0,Curling,14
1726,184.0,Cycling,157
1727,184.0,Diving,3
1728,184.0,Equestrianism,66
1729,184.0,Fencing,192
1730,184.0,Figure Skating,11
1731,184.0,Football,102
1732,184.0,Freestyle Skiing,7
1733,184.0,Golf,1
1734,184.0,Gymnastics,19
1735,184.0,Handball,110
1736,184.0,Hockey,89
1737,184.0,Ice Hockey,119
1738,184.0,Judo,61
1739,184.0,Luge,43
1740,184.0,Modern Pentathlon,41
1741,184.0,Nordic Combined,34
1742,184.0,Rowing,278
1743,184.0,Rugby,1
1744,184.0,Rugby Sevens,4
1745,184.0,Sailing,151
1746,184.0,Shooting,152
1747,184.0,Short Track Speed Skating,19
1748,184.0,Skeleton,6
1749,184.0,Ski Jumping,83
1750,184.0,Snowboarding,25
1751,184.0,Softball,5
1752,184.0,Speed Skating,84
1753,184.0,Swimming,501
1754,184.0,Table Tennis,22
1755,184.0,Taekwondo,10
1756,184.0,Tennis,47
1757,184.0,Triathlon,13
1758,184.0,Tug-Of-War,1
1759,184.0,Volleyball,109
1760,184.0,Water Polo,68
1761,184.0,Weightlifting,13
1762,184.0,Wrestling,82
1763,185.0,Alpine Skiing,135
1764,185.0,Archery,46
1765,185.0,Athletics,1151
1766,185.0,Badminton,26
1767,185.0,Baseball,64
1768,185.0,Basketball,172
1769,185.0,Beach Volleyball,14
1770,185.0,Biathlon,123
1771,185.0,Bobsleigh,126
1772,185.0,Boxing,117
1773,185.0,Canoeing,239
1774,185.0,Cross Country Skiing,239
1775,185.0,Curling,22
1776,185.0,Cycling,300
1777,185.0,Diving,7
1778,185.0,Equestrianism,111
1779,185.0,Fencing,275
1780,185.0,Figure Skating,20
1781,185.0,Football,140
1782,185.0,Freestyle Skiing,10
1783,185.0,Golf,3
1784,185.0,Gymnastics,11
1785,185.0,Handball,116
1786,185.0,Hockey,113
1787,185.0,Ice Hockey,260
1788,185.0,Judo,99
1789,185.0,Luge,58
1790,185.0,Modern Pentathlon,58
1791,185.0,Nordic Combined,22
1792,185.0,Rowing,382
1793,185.0,Rugby Sevens,17
1794,185.0,Sailing,262
1795,185.0,Shooting,145
1796,185.0,Short Track Speed Skating,10
1797,185.0,Skeleton,10
1798,185.0,Ski Jumping,70
1799,185.0,Snowboarding,39
1800,185.0,Softball,3
1801,185.0,Speed Skating,165
1802,185.0,Swimming,921
1803,185.0,Synchronized Swimming,2
1804,185.0,Table Tennis,55
1805,185.0,Taekwondo,27
1806,185.0,Tennis,153
1807,185.0,Trampolining,1
1808,185.0,Triathlon,19
1809,185.0,Tug-Of-War,3
1810,185.0,Volleyball,136
1811,185.0,Water Polo,160
1812,185.0,Weightlifting,53
1813,185.0,Wrestling,129
1814,186.0,Alpine Skiing,104
1815,186.0,Archery,32
1816,186.0,Athletics,809
1817,186.0,Badminton,21
1818,186.0,Baseball,40
1819,186.0,Basketball,80
1820,186.0,Beach Volleyball,23
1821,186.0,Biathlon,96
1822,186.0,Bobsleigh,102
1823,186.0,Boxing,65
1824,186.0,Canoeing,196
1825,186.0,Cross Country Skiing,103
1826,186.0,Curling,5
1827,186.0,Cycling,181
1828,186.0,Diving,5
1829,186.0,Equestrianism,94
1830,186.0,Fencing,187
1831,186.0,Figure Skating,11
1832,186.0,Football,95
1833,186.0,Freestyle Skiing,11
1834,186.0,Golf,2
1835,186.0,Handball,137
1836,186.0,Hockey,46
1837,186.0,Ice Hockey,156
1838,186.0,Judo,72
1839,186.0,Luge,44
1840,186.0,Modern Pentathlon,44
1841,186.0,Nordic Combined,17
1842,186.0,Rowing,326
1843,186.0,Rugby Sevens,5
1844,186.0,Sailing,151
1845,186.0,Shooting,103
1846,186.0,Short Track Speed Skating,16
1847,186.0,Skeleton,9
1848,186.0,Ski Jumping,28
1849,186.0,Snowboarding,36
1850,186.0,Speed Skating,67
1851,186.0,Swimming,519
1852,186.0,Table Tennis,48
1853,186.0,Taekwondo,13
1854,186.0,Tennis,22
1855,186.0,Triathlon,12
1856,186.0,Volleyball,126
1857,186.0,Water Polo,137
1858,186.0,Weightlifting,12
1859,186.0,Wrestling,94
1860,187.0,Alpine Skiing,40
1861,187.0,Archery,16
1862,187.0,Athletics,643
1863,187.0,Badminton,26
1864,187.0,Baseball,27
1865,187.0,Basketball,111
1866,187.0,Beach Volleyball,7
1867,187.0,Biathlon,67
1868,187.0,Bobsleigh,59
1869,187.0,Boxing,32
1870,187.0,Canoeing,149
1871,187.0,Cross Country Skiing,64
1872,187.0,Curling,11
1873,187.0,Cycling,128
1874,187.0,Equestrianism,46
1875,187.0,Fencing,103
1876,187.0,Figure Skating,17
1877,187.0,Football,72
1878,187.0,Freestyle Skiing,2
1879,187.0,Golf,2
1880,187.0,Handball,121
1881,187.0,Hockey,53
1882,187.0,Ice Hockey,110
1883,187.0,Judo,49
1884,187.0,Luge,15
1885,187.0,Modern Pentathlon,25
1886,187.0,Nordic Combined,16
1887,187.0,Rowing,299
1888,187.0,Rugby,2
1889,187.0,Rugby Sevens,4
1890,187.0,Sailing,134
1891,187.0,Shooting,78
1892,187.0,Short Track Speed Skating,9
1893,187.0,Skeleton,1
1894,187.0,Ski Jumping,18
1895,187.0,Snowboarding,9
1896,187.0,Speed Skating,61
1897,187.0,Swimming,464
1898,187.0,Table Tennis,6
1899,187.0,Taekwondo,6
1900,187.0,Tennis,26
1901,187.0,Triathlon,9
1902,187.0,Tug-Of-War,1
1903,187.0,Volleyball,88
1904,187.0,Water Polo,118
1905,187.0,Weightlifting,20
1906,187.0,Wrestling,84
1907,188.0,Alpine Skiing,51
1908,188.0,Archery,27
1909,188.0,Art Competitions,4
1910,188.0,Athletics,993
1911,188.0,Badminton,18
1912,188.0,Baseball,64
1913,188.0,Basketball,154
1914,188.0,Beach Volleyball,13
1915,188.0,Biathlon,62
1916,188.0,Bobsleigh,130
1917,188.0,Boxing,71
1918,188.0,Canoeing,163
1919,188.0,Cross Country Skiing,96
1920,188.0,Curling,8
1921,188.0,Cycling,162
1922,188.0,Diving,7
1923,188.0,Equestrianism,38
1924,188.0,Fencing,209
1925,188.0,Figure Skating,16
1926,188.0,Football,74
1927,188.0,Freestyle Skiing,7
1928,188.0,Golf,4
1929,188.0,Gymnastics,1
1930,188.0,Handball,102
1931,188.0,Hockey,48
1932,188.0,Ice Hockey,211
1933,188.0,Judo,63
1934,188.0,Luge,32
1935,188.0,Modern Pentathlon,57
1936,188.0,Nordic Combined,2
1937,188.0,Rowing,364
1938,188.0,Rugby,1
1939,188.0,Rugby Sevens,11
1940,188.0,Sailing,150
1941,188.0,Shooting,61
1942,188.0,Short Track Speed Skating,18
1943,188.0,Skeleton,4
1944,188.0,Ski Jumping,15
1945,188.0,Snowboarding,6
1946,188.0,Softball,2
1947,188.0,Speed Skating,71
1948,188.0,Swimming,664
1949,188.0,Table Tennis,8
1950,188.0,Taekwondo,7
1951,188.0,Tennis,102
1952,188.0,Triathlon,5
1953,188.0,Tug-Of-War,2
1954,188.0,Volleyball,127
1955,188.0,Water Polo,129
1956,188.0,Weightlifting,20
1957,188.0,Wrestling,89
1958,189.0,Alpine Skiing,48
1959,189.0,Archery,21
1960,189.0,Athletics,297
1961,189.0,Badminton,15
1962,189.0,Baseball,16
1963,189.0,Basketball,45
1964,189.0,Beach Volleyball,12
1965,189.0,Biathlon,18
1966,189.0,Bobsleigh,66
1967,189.0,Boxing,23
1968,189.0,Canoeing,78
1969,189.0,Cross Country Skiing,42
1970,189.0,Curling,8
1971,189.0,Cycling,77
1972,189.0,Equestrianism,24
1973,189.0,Fencing,58
1974,189.0,Figure Skating,1
1975,189.0,Football,49
1976,189.0,Freestyle Skiing,4
1977,189.0,Handball,70
1978,189.0,Hockey,25
1979,189.0,Ice Hockey,62
1980,189.0,Judo,27
1981,189.0,Luge,20
1982,189.0,Modern Pentathlon,4
1983,189.0,Nordic Combined,31
1984,189.0,Rowing,211
1985,189.0,Rugby,1
1986,189.0,Rugby Sevens,7
1987,189.0,Sailing,86
1988,189.0,Shooting,34
1989,189.0,Short Track Speed Skating,3
1990,189.0,Ski Jumping,20
1991,189.0,Snowboarding,5
1992,189.0,Speed Skating,74
1993,189.0,Swimming,284
1994,189.0,Table Tennis,15
1995,189.0,Taekwondo,5
1996,189.0,Tennis,15
1997,189.0,Triathlon,6
1998,189.0,Tug-Of-War,1
1999,189.0,Volleyball,70
2000,189.0,Water Polo,57
2001,189.0,Weightlifting,5
2002,189.0,Wrestling,39
2003,190.0,Alpine Skiing,33
2004,190.0,Archery,13
2005,190.0,Art Competitions,1
2006,190.0,Athletics,739
2007,190.0,Badminton,6
2008,190.0,Baseball,37
2009,190.0,Basketball,255
2010,190.0,Beach Volleyball,37
2011,190.0,Biathlon,21
2012,190.0,Bobsleigh,78
2013,190.0,Boxing,69
2014,190.0,Canoeing,160
2015,190.0,Cross Country Skiing,54
2016,190.0,Cycling,92
2017,190.0,Equestrianism,81
2018,190.0,Fencing,181
2019,190.0,Figure Skating,2
2020,190.0,Football,56
2021,190.0,Freestyle Skiing,4
2022,190.0,Handball,148
2023,190.0,Hockey,30
2024,190.0,Ice Hockey,124
2025,190.0,Judo,75
2026,190.0,Luge,9
2027,190.0,Modern Pentathlon,14
2028,190.0,Nordic Combined,6
2029,190.0,Rowing,494
2030,190.0,Rugby Sevens,5
2031,190.0,Sailing,142
2032,190.0,Shooting,56
2033,190.0,Skeleton,5
2034,190.0,Ski Jumping,17
2035,190.0,Snowboarding,10
2036,190.0,Softball,1
2037,190.0,Speed Skating,97
2038,190.0,Swimming,651
2039,190.0,Table Tennis,14
2040,190.0,Taekwondo,18
2041,190.0,Tennis,109
2042,190.0,Triathlon,6
2043,190.0,Tug-Of-War,1
2044,190.0,Volleyball,140
2045,190.0,Water Polo,184
2046,190.0,Weightlifting,17
2047,190.0,Wrestling,111
2048,191.0,Alpine Skiing,12
2049,191.0,Archery,16
2050,191.0,Athletics,386
2051,191.0,Badminton,16
2052,191.0,Baseball,15
2053,191.0,Basketball,92
2054,191.0,Beach Volleyball,22
2055,191.0,Biathlon,19
2056,191.0,Bobsleigh,31
2057,191.0,Boxing,20
2058,191.0,Canoeing,94
2059,191.0,Cross Country Skiing,16
2060,191.0,Cycling,40
2061,191.0,Equestrianism,10
2062,191.0,Fencing,67
2063,191.0,Figure Skating,1
2064,191.0,Football,32
2065,191.0,Freestyle Skiing,2
2066,191.0,Golf,4
2067,191.0,Handball,71
2068,191.0,Hockey,10
2069,191.0,Ice Hockey,68
2070,191.0,Judo,23
2071,191.0,Luge,15
2072,191.0,Modern Pentathlon,3
2073,191.0,Rowing,243
2074,191.0,Rugby,2
2075,191.0,Rugby Sevens,4
2076,191.0,Sailing,31
2077,191.0,Shooting,17
2078,191.0,Short Track Speed Skating,1
2079,191.0,Skeleton,1
2080,191.0,Ski Jumping,2
2081,191.0,Snowboarding,6
2082,191.0,Softball,1
2083,191.0,Speed Skating,6
2084,191.0,Swimming,290
2085,191.0,Table Tennis,3
2086,191.0,Taekwondo,13
2087,191.0,Tennis,41
2088,191.0,Triathlon,6
2089,191.0,Volleyball,91
2090,191.0,Water Polo,86
2091,191.0,Weightlifting,2
2092,191.0,Wrestling,34
2093,192.0,Alpine Skiing,23
2094,192.0,Athletics,271
2095,192.0,Badminton,12
2096,192.0,Baseball,24
2097,192.0,Basketball,126
2098,192.0,Beach Volleyball,15
2099,192.0,Biathlon,14
2100,192.0,Bobsleigh,14
2101,192.0,Boxing,28
2102,192.0,Canoeing,82
2103,192.0,Cross Country Skiing,14
2104,192.0,Curling,3
2105,192.0,Cycling,32
2106,192.0,Equestrianism,6
2107,192.0,Fencing,53
2108,192.0,Football,26
2109,192.0,Freestyle Skiing,4
2110,192.0,Handball,121
2111,192.0,Hockey,6
2112,192.0,Ice Hockey,48
2113,192.0,Judo,38
2114,192.0,Luge,7
2115,192.0,Modern Pentathlon,5
2116,192.0,Rowing,288
2117,192.0,Rugby Sevens,4
2118,192.0,Sailing,35
2119,192.0,Shooting,15
2120,192.0,Speed Skating,23
2121,192.0,Swimming,237
2122,192.0,Table Tennis,7
2123,192.0,Taekwondo,9
2124,192.0,Tennis,22
2125,192.0,Triathlon,1
2126,192.0,Tug-Of-War,1
2127,192.0,Volleyball,87
2128,192.0,Water Polo,96
2129,192.0,Weightlifting,12
2130,192.0,Wrestling,31
2131,193.0,Alpine Skiing,13
2132,193.0,Archery,7
2133,193.0,Athletics,324
2134,193.0,Badminton,4
2135,193.0,Baseball,15
2136,193.0,Basketball,154
2137,193.0,Beach Volleyball,31
2138,193.0,Biathlon,13
2139,193.0,Bobsleigh,33
2140,193.0,Boxing,18
2141,193.0,Canoeing,63
2142,193.0,Cross Country Skiing,24
2143,193.0,Curling,1
2144,193.0,Cycling,37
2145,193.0,Equestrianism,13
2146,193.0,Fencing,86
2147,193.0,Figure Skating,4
2148,193.0,Football,16
2149,193.0,Freestyle Skiing,4
2150,193.0,Golf,1
2151,193.0,Handball,84
2152,193.0,Hockey,15
2153,193.0,Ice Hockey,60
2154,193.0,Judo,30
2155,193.0,Luge,8
2156,193.0,Nordic Combined,2
2157,193.0,Rowing,361
2158,193.0,Rugby Sevens,8
2159,193.0,Sailing,48
2160,193.0,Shooting,23
2161,193.0,Ski Jumping,15
2162,193.0,Speed Skating,15
2163,193.0,Swimming,490
2164,193.0,Table Tennis,9
2165,193.0,Taekwondo,6
2166,193.0,Tennis,39
2167,193.0,Triathlon,2
2168,193.0,Volleyball,106
2169,193.0,Water Polo,98
2170,193.0,Weightlifting,11
2171,193.0,Wrestling,30
2172,194.0,Alpine Skiing,7
2173,194.0,Archery,3
2174,194.0,Athletics,180
2175,194.0,Badminton,3
2176,194.0,Baseball,1
2177,194.0,Basketball,80
2178,194.0,Beach Volleyball,20
2179,194.0,Biathlon,23
2180,194.0,Bobsleigh,10
2181,194.0,Boxing,13
2182,194.0,Canoeing,28
2183,194.0,Cross Country Skiing,25
2184,194.0,Cycling,11
2185,194.0,Equestrianism,6
2186,194.0,Fencing,20
2187,194.0,Football,7
2188,194.0,Freestyle Skiing,1
2189,194.0,Handball,107
2190,194.0,Hockey,3
2191,194.0,Ice Hockey,12
2192,194.0,Judo,11
2193,194.0,Modern Pentathlon,5
2194,194.0,Rowing,162
2195,194.0,Rugby Sevens,3
2196,194.0,Sailing,28
2197,194.0,Shooting,13
2198,194.0,Snowboarding,1
2199,194.0,Speed Skating,1
2200,194.0,Swimming,234
2201,194.0,Tennis,14
2202,194.0,Triathlon,2
2203,194.0,Volleyball,121
2204,194.0,Water Polo,54
2205,194.0,Weightlifting,2
2206,194.0,Wrestling,15
2207,195.0,Archery,6
2208,195.0,Athletics,181
2209,195.0,Badminton,1
2210,195.0,Baseball,15
2211,195.0,Basketball,152
2212,195.0,Beach Volleyball,13
2213,195.0,Bobsleigh,12
2214,195.0,Boxing,21
2215,195.0,Canoeing,28
2216,195.0,Cross Country Skiing,1
2217,195.0,Cycling,11
2218,195.0,Equestrianism,12
2219,195.0,Fencing,20
2220,195.0,Football,10
2221,195.0,Handball,88
2222,195.0,Hockey,7
2223,195.0,Ice Hockey,17
2224,195.0,Judo,22
2225,195.0,Modern Pentathlon,9
2226,195.0,Rowing,226
2227,195.0,Rugby Sevens,2
2228,195.0,Sailing,33
2229,195.0,Shooting,7
2230,195.0,Swimming,187
2231,195.0,Table Tennis,1
2232,195.0,Taekwondo,2
2233,195.0,Tennis,10
2234,195.0,Tug-Of-War,1
2235,195.0,Volleyball,98
2236,195.0,Water Polo,65
2237,195.0,Weightlifting,1
2238,195.0,Wrestling,30
2239,196.0,Archery,2
2240,196.0,Athletics,184
2241,196.0,Baseball,12
2242,196.0,Basketball,133
2243,196.0,Beach Volleyball,15
2244,196.0,Bobsleigh,13
2245,196.0,Boxing,22
2246,196.0,Canoeing,26
2247,196.0,Cross Country Skiing,1
2248,196.0,Cycling,19
2249,196.0,Equestrianism,9
2250,196.0,Fencing,49
2251,196.0,Football,8
2252,196.0,Golf,1
2253,196.0,Handball,94
2254,196.0,Hockey,13
2255,196.0,Ice Hockey,12
2256,196.0,Judo,18
2257,196.0,Luge,4
2258,196.0,Rowing,229
2259,196.0,Rugby Sevens,1
2260,196.0,Sailing,16
2261,196.0,Shooting,2
2262,196.0,Skeleton,1
2263,196.0,Ski Jumping,6
2264,196.0,Swimming,213
2265,196.0,Table Tennis,5
2266,196.0,Taekwondo,6
2267,196.0,Tennis,23
2268,196.0,Triathlon,1
2269,196.0,Volleyball,108
2270,196.0,Water Polo,78
2271,196.0,Weightlifting,1
2272,196.0,Wrestling,6
2273,197.0,Archery,4
2274,197.0,Athletics,86
2275,197.0,Baseball,1
2276,197.0,Basketball,51
2277,197.0,Beach Volleyball,4
2278,197.0,Bobsleigh,8
2279,197.0,Boxing,3
2280,197.0,Canoeing,10
2281,197.0,Cross Country Skiing,14
2282,197.0,Curling,1
2283,197.0,Cycling,6
2284,197.0,Equestrianism,2
2285,197.0,Fencing,8
2286,197.0,Football,6
2287,197.0,Freestyle Skiing,2
2288,197.0,Handball,65
2289,197.0,Hockey,2
2290,197.0,Ice Hockey,3
2291,197.0,Judo,8
2292,197.0,Modern Pentathlon,1
2293,197.0,Rowing,127
2294,197.0,Sailing,7
2295,197.0,Shooting,6
2296,197.0,Skeleton,3
2297,197.0,Speed Skating,6
2298,197.0,Swimming,77
2299,197.0,Taekwondo,4
2300,197.0,Volleyball,80
2301,197.0,Water Polo,45
2302,197.0,Weightlifting,4
2303,197.0,Wrestling,2
2304,198.0,Alpine Skiing,2
2305,198.0,Athletics,113
2306,198.0,Baseball,5
2307,198.0,Basketball,156
2308,198.0,Beach Volleyball,17
2309,198.0,Bobsleigh,12
2310,198.0,Boxing,17
2311,198.0,Canoeing,17
2312,198.0,Cross Country Skiing,4
2313,198.0,Cycling,7
2314,198.0,Fencing,13
2315,198.0,Football,2
2316,198.0,Handball,72
2317,198.0,Hockey,1
2318,198.0,Ice Hockey,7
2319,198.0,Judo,18
2320,198.0,Luge,2
2321,198.0,Modern Pentathlon,2
2322,198.0,Rowing,164
2323,198.0,Rugby Sevens,2
2324,198.0,Sailing,15
2325,198.0,Shooting,7
2326,198.0,Skeleton,1
2327,198.0,Softball,1
2328,198.0,Swimming,166
2329,198.0,Table Tennis,1
2330,198.0,Taekwondo,4
2331,198.0,Tennis,18
2332,198.0,Volleyball,115
2333,198.0,Water Polo,76
2334,198.0,Wrestling,20
2335,199.0,Athletics,34
2336,199.0,Badminton,2
2337,199.0,Baseball,1
2338,199.0,Basketball,27
2339,199.0,Beach Volleyball,7
2340,199.0,Bobsleigh,1
2341,199.0,Canoeing,1
2342,199.0,Cycling,1
2343,199.0,Fencing,3
2344,199.0,Football,2
2345,199.0,Handball,28
2346,199.0,Ice Hockey,3
2347,199.0,Judo,2
2348,199.0,Luge,5
2349,199.0,Rowing,80
2350,199.0,Shooting,4
2351,199.0,Speed Skating,4
2352,199.0,Swimming,47
2353,199.0,Taekwondo,1
2354,199.0,Volleyball,31
2355,199.0,Water Polo,16
2356,200.0,Alpine Skiing,1
2357,200.0,Athletics,64
2358,200.0,Baseball,2
2359,200.0,Basketball,140
2360,200.0,Beach Volleyball,13
2361,200.0,Biathlon,14
2362,200.0,Bobsleigh,6
2363,200.0,Boxing,6
2364,200.0,Canoeing,3
2365,200.0,Cross Country Skiing,1
2366,200.0,Cycling,1
2367,200.0,Fencing,14
2368,200.0,Football,2
2369,200.0,Handball,52
2370,200.0,Hockey,4
2371,200.0,Ice Hockey,1
2372,200.0,Judo,9
2373,200.0,Rowing,109
2374,200.0,Sailing,10
2375,200.0,Shooting,1
2376,200.0,Ski Jumping,4
2377,200.0,Speed Skating,2
2378,200.0,Swimming,102
2379,200.0,Taekwondo,2
2380,200.0,Tennis,10
2381,200.0,Volleyball,97
2382,200.0,Water Polo,30
2383,200.0,Wrestling,6
2384,201.0,Athletics,41
2385,201.0,Badminton,3
2386,201.0,Baseball,1
2387,201.0,Basketball,64
2388,201.0,Beach Volleyball,7
2389,201.0,Bobsleigh,2
2390,201.0,Boxing,2
2391,201.0,Canoeing,7
2392,201.0,Cycling,7
2393,201.0,Fencing,6
2394,201.0,Handball,8
2395,201.0,Ice Hockey,2
2396,201.0,Judo,1
2397,201.0,Rowing,61
2398,201.0,Sailing,2
2399,201.0,Swimming,35
2400,201.0,Taekwondo,6
2401,201.0,Volleyball,47
2402,201.0,Water Polo,25
2403,201.0,Wrestling,2
2404,202.0,Athletics,34
2405,202.0,Basketball,62
2406,202.0,Beach Volleyball,7
2407,202.0,Canoeing,4
2408,202.0,Handball,23
2409,202.0,Judo,5
2410,202.0,Rowing,34
2411,202.0,Shooting,8
2412,202.0,Swimming,42
2413,202.0,Taekwondo,1
2414,202.0,Volleyball,70
2415,202.0,Water Polo,20
2416,203.0,Athletics,21
2417,203.0,Basketball,92
2418,203.0,Beach Volleyball,7
2419,203.0,Boxing,1
2420,203.0,Canoeing,8
2421,203.0,Handball,23
2422,203.0,Judo,6
2423,203.0,Rowing,18
2424,203.0,Sailing,2
2425,203.0,Speed Skating,1
2426,203.0,Swimming,40
2427,203.0,Taekwondo,2
2428,203.0,Tennis,8
2429,203.0,Volleyball,41
2430,203.0,Water Polo,11
2431,203.0,Wrestling,3
2432,204.0,Athletics,17
2433,204.0,Basketball,74
2434,204.0,Beach Volleyball,2
2435,204.0,Boxing,3
2436,204.0,Handball,4
2437,204.0,Judo,2
2438,204.0,Rowing,14
2439,204.0,Sailing,2
2440,204.0,Swimming,14
2441,204.0,Tennis,1
2442,204.0,Volleyball,30
2443,204.0,Water Polo,5
2444,204.0,Wrestling,2
2445,205.0,Athletics,7
2446,205.0,Basketball,74
2447,205.0,Beach Volleyball,1
2448,205.0,Bobsleigh,1
2449,205.0,Boxing,2
2450,205.0,Canoeing,1
2451,205.0,Fencing,1
2452,205.0,Handball,1
2453,205.0,Judo,3
2454,205.0,Rowing,15
2455,205.0,Swimming,4
2456,205.0,Volleyball,41
2457,205.0,Water Polo,11
2458,205.0,Weightlifting,1
2459,205.0,Wrestling,1
2460,206.0,Athletics,2
2461,206.0,Baseball,1
2462,206.0,Basketball,74
2463,206.0,Beach Volleyball,3
2464,206.0,Handball,5
2465,206.0,Ice Hockey,3
2466,206.0,Rowing,4
2467,206.0,Swimming,5
2468,206.0,Tennis,2
2469,206.0,Volleyball,30
2470,206.0,Water Polo,3
2471,207.0,Athletics,5
2472,207.0,Basketball,36
2473,207.0,Beach Volleyball,1
2474,207.0,Handball,1
2475,207.0,Rowing,4
2476,207.0,Swimming,3
2477,207.0,Taekwondo,1
2478,207.0,Volleyball,14
2479,208.0,Athletics,4
2480,208.0,Basketball,78
2481,208.0,Beach Volleyball,1
2482,208.0,Boxing,1
2483,208.0,Fencing,4
2484,208.0,Rowing,5
2485,208.0,Swimming,8
2486,208.0,Tennis,1
2487,208.0,Volleyball,14
2488,209.0,Basketball,25
2489,209.0,Handball,2
2490,209.0,Rowing,1
2491,209.0,Swimming,7
2492,209.0,Volleyball,12
2493,210.0,Basketball,46
2494,210.0,Beach Volleyball,3
2495,210.0,Handball,4
2496,210.0,Judo,1
2497,210.0,Volleyball,10
2498,211.0,Basketball,41
2499,211.0,Bobsleigh,1
2500,211.0,Handball,4
2501,211.0,Volleyball,5
2502,212.0,Basketball,14
2503,212.0,Beach Volleyball,1
2504,212.0,Handball,1
2505,212.0,Volleyball,3
2506,213.0,Basketball,43
2507,213.0,Judo,4
2508,213.0,Sailing,4
2509,213.0,Shooting,1
2510,213.0,Volleyball,1
2511,214.0,Basketball,13
2512,214.0,Handball,1
2513,214.0,Wrestling,2
2514,215.0,Basketball,16
2515,215.0,Volleyball,3
2516,216.0,Basketball,12
2517,217.0,Basketball,8
2518,217.0,Volleyball,3
2519,218.0,Basketball,13
2520,219.0,Basketball,1
2521,219.0,Volleyball,1
2522,220.0,Basketball,6
2523,221.0,Basketball,4
2524,223.0,Basketball,4
2525,226.0,Basketball,3
